Date,Open,High,Low,Close(t),Adj Close,Volume,SD20,Upper_Band,Lower_Band,S_Close(t-1),S_Close(t-2),S_Close(t-3),S_Close(t-5),S_Open(t-1),MA5,MA10,MA20,MA50,MA200,EMA10,EMA20,EMA50,EMA100,EMA200,MACD,MACD_EMA,ATR,ADX,CCI,ROC,RSI,William%R,SO%K,STD5,ForceIndex1,ForceIndex20,Date_col,Day,DayofWeek,DayofYear,Week,Is_month_end,Is_month_start,Is_quarter_end,Is_quarter_start,Is_year_end,Is_year_start,Is_leap_year,Year,Month,QQQ_Close,Dividends_x,Stock Splits_x,Capital Gains,QQQ(t-1),QQQ(t-2),QQQ(t-5),QQQ_MA10,QQQ_MA20,QQQ_MA50,SnP_Close,Dividends_y,Stock Splits_y,SnP(t-1),SnP(t-5),DJIA_Close,Dividends,Stock Splits,DJIA(t-1),DJIA(t-5),Close_forcast
2020-10-15,83.4000015258789,84.72000122070312,82.41999816894531,83.12999725341797,83.12999725341797,33696400,3.925132927073787,89.49626614406458,73.79573443576942,84.20999908447266,85.27999877929688,84.29000091552734,86.51000213623047,85.86000061035156,84.00199890136719,84.56400070190429,81.646000289917,82.19260025024414,60.04705001831055,84.08211023970132,84.08211023970132,84.08211023970132,84.08211023970132,84.08211023970132,1.3548008118107475,1.264592388602274,3.2422760965470268,17.279851992975647,1333.3333333333335,-2.038655838428737,52.03251432140361,-49.91072930851147,50.08927069148853,0.02190174138075889,-36392173.69995117,221722116.6168213,2020-10-15,15,3,289,42,0,0,0,0,0,0,1,2020,10,283.28997802734375,0.0,0.0,0.0,285.20391845703125,287.606201171875,274.8039855957031,278.1026672363281,271.9178527832031,272.6798400878906,3483.340087890625,0.0,0.0,3488.669921875,3446.830078125,28494.19921875,0.0,0.0,28514.0,28425.509765625,83.16999816894531
2020-10-16,83.54000091552734,83.98999786376953,82.41000366210938,83.16999816894531,83.16999816894531,31474300,3.602263447138915,89.2625270773833,74.85347328882763,83.12999725341797,84.20999908447266,85.27999877929688,83.0999984741211,83.4000015258789,84.01599884033203,84.70100021362305,82.05800018310546,82.12180023193359,60.217400016784666,83.77807288278265,83.77807288278265,83.77807288278265,83.77807288278265,83.77807288278265,1.2205592336514712,1.2557857576121136,3.123541675483679,16.369674464250743,1333.3333333333335,1.6748105942253506,52.111558952704264,-58.917241301111694,41.08275869888831,0.012892613765224204,1259000.8155822754,259348164.76364136,2020-10-16,16,4,290,42,0,0,0,0,0,0,1,2020,10,281.73736572265625,0.0,0.0,0.0,283.28997802734375,285.20391845703125,279.00299072265625,279.4893402099609,272.9744567871094,272.95072875976564,3483.81005859375,0.0,0.0,3483.340087890625,3477.139892578125,28606.310546875,0.0,0.0,28494.19921875,28586.900390625,82.0
2020-10-19,83.62000274658203,84.6500015258789,81.52999877929688,82.0,82.0,36689100,3.4699538637997724,89.20090778863471,75.32109233343562,83.16999816894531,83.12999725341797,84.20999908447266,84.29000091552734,83.54000091552734,83.55799865722656,84.28600006103515,82.26100006103516,82.06480026245117,60.38440002441406,83.18538192185511,83.18538192185511,83.18538192185511,83.18538192185511,83.18538192185511,1.0081415138256205,1.2062569088548152,3.123288894847847,15.274067455950563,1333.3333333333335,-4.817181024230479,49.54008513876204,-83.37473022604219,16.62526977395782,0.01129017094863845,-42926179.820251465,148957656.42700195,2020-10-19,19,0,293,43,0,0,0,0,0,0,1,2020,10,277.1378173828125,0.0,0.0,0.0,281.73736572265625,283.28997802734375,287.615966796875,279.84479370117185,273.76983032226565,273.19153869628906,3426.919921875,0.0,0.0,3483.81005859375,3534.219970703125,28195.419921875,0.0,0.0,28606.310546875,28837.51953125,81.55999755859375
2020-10-20,82.16000366210938,82.69000244140625,80.58000183105469,81.55999755859375,81.55999755859375,38219400,3.3064107698371465,89.06682163122701,75.84117855187844,82.0,83.16999816894531,83.12999725341797,85.27999877929688,83.62000274658203,82.81399841308594,83.99399948120117,82.45400009155273,82.05120025634766,60.55025001525879,82.64358713410132,82.64358713410132,82.64358713410132,82.64358713410132,82.64358713410132,0.7951286723247932,1.1240312615488108,3.0509111602409695,14.66897396381718,1333.3333333333333,-3.4564461201577212,48.569428517165726,-87.96073954519807,12.039260454801926,0.006243002665758829,-16816629.30908203,147526907.3272705,2020-10-20,20,1,294,43,0,0,0,0,0,0,1,2020,10,277.7335205078125,0.0,0.0,0.0,277.1378173828125,281.73736572265625,287.606201171875,280.7480712890625,274.3523284912109,273.4669177246094,3443.1201171875,0.0,0.0,3426.919921875,3511.929931640625,28308.7890625,0.0,0.0,28195.419921875,28679.810546875,79.19999694824219
2020-10-21,81.72000122070312,81.93000030517578,79.19000244140625,79.19999694824219,79.19999694824219,36426400,2.880461039157272,88.43842184943271,76.91657769280361,81.55999755859375,82.0,83.16999816894531,84.20999908447266,82.16000366210938,81.81199798583984,83.24499893188477,82.67749977111816,82.09760025024414,60.705,81.49572373881495,81.49572373881495,81.49572373881495,81.49572373881495,81.49572373881495,0.4309148170773085,0.9854079726545104,3.028703067635867,14.66733515901525,1333.3333333333335,-8.639987636667279,43.63143942567011,-99.8951258329891,0.10487416701091012,0.01108450882964566,-85966326.23291016,162825774.55444336,2020-10-21,21,2,295,43,0,0,0,0,0,0,1,2020,10,277.5187072753906,0.0,0.0,0.0,277.7335205078125,277.1378173828125,285.20391845703125,281.1650451660156,275.3303161621094,273.837998046875,3435.56005859375,0.0,0.0,3443.1201171875,3488.669921875,28210.8203125,0.0,0.0,28308.7890625,28514.0,79.41999816894531
2020-10-22,79.6500015258789,80.81999969482422,78.41999816894531,79.41999816894531,79.41999816894531,38006800,2.519211134933233,87.89592196469067,77.81907742495775,79.19999694824219,81.55999755859375,82.0,83.12999725341797,81.72000122070312,81.06999816894532,82.53599853515625,82.85749969482421,82.03380020141601,60.862949981689454,80.80381521552508,80.80381521552508,80.80381521552508,80.80381521552508,80.80381521552508,0.15820132624631356,0.8199666433728711,2.983795814653227,14.957273129054878,1333.3333333333335,-8.195588709060795,44.20096272688,-90.29126501249591,9.708734987504092,0.012893101869771217,8361542.395019531,136824422.0062256,2020-10-22,22,3,296,43,0,0,0,0,0,0,1,2020,10,277.5089416503906,0.0,0.0,0.0,277.5187072753906,277.7335205078125,283.28997802734375,281.4355407714844,276.24776153564454,274.0786145019531,3453.489990234375,0.0,0.0,3435.56005859375,3483.340087890625,28363.66015625,0.0,0.0,28210.8203125,28494.19921875,81.95999908447266
2020-10-23,80.93000030517578,81.98999786376953,79.33000183105469,81.95999908447266,81.95999908447266,46557700,2.2665885577043854,87.58567688652694,78.51932265570939,79.41999816894531,79.19999694824219,81.55999755859375,83.16999816894531,79.6500015258789,80.82799835205078,82.4219985961914,83.05249977111816,82.03620025634766,61.0278999710083,81.18920983850761,81.18920983850761,81.18920983850761,81.18920983850761,81.18920983850761,0.1453552018909079,0.6850443550764784,2.960667258800485,14.61122708250048,1333.3333333333335,-1.3718404459459224,50.428292909646046,-65.63106925562316,34.36893074437684,0.022679726549523275,118256600.62484741,181575101.04141235,2020-10-23,23,4,297,43,0,0,0,0,0,0,1,2020,10,278.0557556152344,0.0,0.0,0.0,277.5089416503906,277.5187072753906,281.73736572265625,281.3408172607422,276.8912887573242,274.3180584716797,3465.389892578125,0.0,0.0,3453.489990234375,3483.81005859375,28335.5703125,0.0,0.0,28363.66015625,28606.310546875,82.2300033569336
2020-10-26,82.55000305175781,84.97000122070312,80.86000061035156,82.2300033569336,82.2300033569336,69423700,2.116932920777968,87.4238656126741,78.95613392956223,81.95999908447266,79.41999816894531,79.19999694824219,82.0,80.93000030517578,80.8739990234375,82.21599884033203,83.18999977111817,82.05480026245117,61.19819999694824,81.53614101131627,81.53614101131627,81.53614101131627,81.53614101131627,81.53614101131627,0.15517290737128064,0.5790700655354388,3.0427624981969905,14.150666487787822,1333.3333333333333,-2.443940605313567,51.05363417167239,-63.00966932880607,36.99033067119393,0.021821230754087373,18744695.610046387,190915175.0,2020-10-26,26,0,300,44,0,0,0,0,0,0,1,2020,10,273.88604736328125,0.0,0.0,0.0,278.0557556152344,277.5089416503906,277.1378173828125,279.9678253173828,277.0509506225586,274.4803576660156,3400.969970703125,0.0,0.0,3465.389892578125,3426.919921875,27685.380859375,0.0,0.0,28335.5703125,28195.419921875,78.87999725341797
2020-10-27,82.0,82.37000274658203,77.56999969482422,78.87999725341797,78.87999725341797,156669500,2.308893592698667,87.66328698703308,78.42771261623841,82.2300033569336,81.95999908447266,79.41999816894531,81.55999755859375,82.55000305175781,80.33799896240234,81.57599868774415,83.04549980163574,81.98400024414063,61.34884998321533,80.6507597586835,80.6507597586835,80.6507597586835,80.6507597586835,80.6507597586835,-0.10614046448291958,0.4420279595317672,3.168279680594192,13.83014502088717,1333.3333333333335,-7.504692328199954,43.68952556577005,-88.25114458008571,11.74885541991429,0.02888949386484725,-524843781.2347412,-452774759.3765259,2020-10-27,27,1,301,44,0,0,0,0,0,0,1,2020,10,276.024658203125,0.0,0.0,0.0,273.88604736328125,278.0557556152344,277.7335205078125,278.80967102050784,277.37857818603516,274.6237109375,3390.679931640625,0.0,0.0,3400.969970703125,3443.1201171875,27463.189453125,0.0,0.0,27685.380859375,28308.7890625,76.4000015258789
2020-10-28,78.7300033569336,78.95999908447266,75.76000213623047,76.4000015258789,76.4000015258789,76529900,2.7412536784726864,88.24850734168659,77.28349262779584,78.87999725341797,82.2300033569336,81.95999908447266,79.19999694824219,82.0,79.77799987792969,80.79499893188476,82.76599998474121,81.87880020141601,61.489799995422366,79.23384034774864,79.23384034774864,79.23384034774864,79.23384034774864,79.23384034774864,-0.5074980022979076,0.25212276716583226,3.1705451997119063,14.106544082230798,1333.3333333333333,-9.274430166849179,39.1835640668246,-93.80445548027915,6.195544519720851,0.029396781543041928,-189793825.0289917,-427801860.73913574,2020-10-28,28,2,302,44,0,0,0,0,0,0,1,2020,10,265.2633361816406,0.0,0.0,0.0,276.024658203125,273.88604736328125,277.5187072753906,276.81561279296875,277.0758560180664,274.5000823974609,3271.030029296875,0.0,0.0,3390.679931640625,3435.56005859375,26519.94921875,0.0,0.0,27463.189453125,28210.8203125,78.0199966430664
