Date,Open,High,Low,Close(t),Adj Close,Volume,SD20,Upper_Band,Lower_Band,S_Close(t-1),S_Close(t-2),S_Close(t-3),S_Close(t-5),S_Open(t-1),MA5,MA10,MA20,MA50,MA200,EMA10,EMA20,EMA50,EMA100,EMA200,MACD,MACD_EMA,ATR,ADX,CCI,ROC,RSI,William%R,SO%K,STD5,ForceIndex1,ForceIndex20,Date_col,Day,DayofWeek,DayofYear,Week,Is_month_end,Is_month_start,Is_quarter_end,Is_quarter_start,Is_year_end,Is_year_start,Is_leap_year,Year,Month,QQQ_Close,Dividends_x,Stock Splits_x,Capital Gains,QQQ(t-1),QQQ(t-2),QQQ(t-5),QQQ_MA10,QQQ_MA20,QQQ_MA50,SnP_Close,Dividends_y,Stock Splits_y,SnP(t-1),SnP(t-5),DJIA_Close,Dividends,Stock Splits,DJIA(t-1),DJIA(t-5),Close_forcast
2020-10-15,150.10333251953125,152.19000244140625,147.5,149.6266632080078,149.6266632080078,107017200,6.850367485214328,156.16406657443258,128.76259663357524,153.76666259765625,148.88333129882812,147.43333435058594,141.97332763671875,149.92666625976562,148.87533264160157,144.63666381835938,142.4633316040039,134.27006591796874,75.65274651527405,148.7852755287016,148.7852755287016,148.7852755287016,148.7852755287016,148.7852755287016,4.327551087057657,3.8332254948235818,8.0075102440162,12.293133907965593,1333.3333333333333,0.16065036431821397,56.8847305110728,-28.437798053146484,71.5622019468535,0.022605650486797906,-443051142.68188477,907863015.4541016,2020-10-15,15,3,289,42,0,0,0,0,0,0,1,2020,10,283.2900085449219,0.0,0.0,0.0,285.2040100097656,287.606201171875,274.80401611328125,278.1027038574219,271.9178802490234,272.6798541259766,3483.340087890625,0.0,0.0,3488.669921875,3446.830078125,28494.19921875,0.0,0.0,28514.0,28425.509765625,146.55667114257812
2020-10-16,151.47999572753906,151.98333740234375,146.28334045410156,146.55667114257812,146.55667114257812,98327700,6.821552617671048,156.0651038315335,128.7788933608493,149.6266632080078,153.76666259765625,148.88333129882812,144.6666717529297,150.10333251953125,149.25333251953126,145.45599822998048,142.4219985961914,135.21509262084962,76.24210987091064,148.04240739999378,148.04240739999378,148.04240739999378,148.04240739999378,148.04240739999378,4.089144660517377,3.884409327962341,7.842687865746627,11.859758788100304,1333.3333333333333,5.921615425342854,54.2670501671524,-43.82623181278266,56.17376818721734,0.025705855289572966,-301865258.8119507,-81283591.84570312,2020-10-16,16,4,290,42,0,0,0,0,0,0,1,2020,10,281.7373352050781,0.0,0.0,0.0,283.2900085449219,285.2040100097656,279.0030517578125,279.48937072753904,272.9744842529297,272.95074279785155,3483.81005859375,0.0,0.0,3483.340087890625,3477.139892578125,28606.310546875,0.0,0.0,28494.19921875,28586.900390625,143.61000061035156
2020-10-19,148.74667358398438,149.0,142.9566650390625,143.61000061035156,143.61000061035156,108863400,6.606416264276661,155.32549808641465,128.899833029308,146.55667114257812,149.6266632080078,153.76666259765625,147.43333435058594,151.47999572753906,148.48866577148436,145.6276657104492,142.11266555786133,136.15034591674805,76.81248987197876,146.56493847011305,146.56493847011305,146.56493847011305,146.56493847011305,146.56493847011305,3.620697022788079,3.831666866927489,7.714162658260261,11.035884195386249,1333.3333333333335,1.2098347790076074,51.80297138758024,-58.596512429222535,41.403487570777465,0.025487939311544746,-320784572.81799316,-673500925.6988525,2020-10-19,19,0,293,43,0,0,0,0,0,0,1,2020,10,277.13787841796875,0.0,0.0,0.0,281.7373352050781,283.2900085449219,287.6159973144531,279.8448211669922,273.76986236572264,273.19155456542967,3426.919921875,0.0,0.0,3483.81005859375,3534.219970703125,28195.419921875,0.0,0.0,28606.310546875,28837.51953125,140.64666748046875
2020-10-20,143.9166717529297,143.9166717529297,139.68333435058594,140.64666748046875,140.64666748046875,94968900,6.612891173577288,155.30028109593385,128.84871640162473,143.61000061035156,146.55667114257812,149.6266632080078,148.88333129882812,148.74667358398438,146.8413330078125,145.89299926757812,142.0744987487793,137.07185256958007,77.36520987510681,144.59218147356495,144.59218147356495,144.59218147356495,144.59218147356495,144.59218147356495,2.976026891439261,3.6605388718298437,7.465532282837654,10.707604848053608,1333.3333333333335,1.922799844441292,49.37491741844162,-73.45031485120192,26.549685148798076,0.024689511406262143,-281424487.67852783,-72493197.50061035,2020-10-20,20,1,294,43,0,0,0,0,0,0,1,2020,10,277.7335510253906,0.0,0.0,0.0,277.13787841796875,281.7373352050781,287.606201171875,280.74810180664065,274.3523574829102,273.46693420410156,3443.1201171875,0.0,0.0,3426.919921875,3511.929931640625,28308.7890625,0.0,0.0,28195.419921875,28679.810546875,140.8800048828125
2020-10-21,140.89999389648438,144.31666564941406,140.4166717529297,140.8800048828125,140.8800048828125,97111500,5.566129558728844,153.91142476687176,131.64690653195638,140.64666748046875,143.61000061035156,146.55667114257812,153.76666259765625,143.9166717529297,144.26400146484374,145.80433349609376,142.77916564941407,138.05693267822267,77.9132565689087,143.35478927664747,143.35478927664747,143.35478927664747,143.35478927664747,143.35478927664747,2.4556424287011964,3.4195595832041144,7.210850969526706,10.341889485436713,1333.3333333333333,-0.6254345687463538,49.57533474005792,-72.28070363296908,27.719296367030914,0.010970540793401437,22659745.147705078,1368625194.4198608,2020-10-21,21,2,295,43,0,0,0,0,0,0,1,2020,10,277.51873779296875,0.0,0.0,0.0,277.7335510253906,277.13787841796875,285.2040100097656,281.1650787353516,275.3303497314453,273.8380145263672,3435.56005859375,0.0,0.0,3443.1201171875,3488.669921875,28210.8203125,0.0,0.0,28308.7890625,28514.0,141.92999267578125
2020-10-22,147.30667114257812,148.41000366210938,141.50332641601562,141.92999267578125,141.92999267578125,119979600,4.5807113112699565,152.573921096661,134.2510758515812,140.8800048828125,140.64666748046875,143.61000061035156,149.6266632080078,140.89999389648438,142.72466735839845,145.8,143.4124984741211,138.8225192260742,78.45885986328125,142.87985707635875,142.87985707635875,142.87985707635875,142.87985707635875,142.87985707635875,2.1037089849272945,3.156389463548751,7.233647241653146,9.815706063521349,1333.3333333333333,-0.030523311426767053,50.52450523543768,-67.01760612126111,32.98239387873888,0.013833554016165615,125977115.40527344,1519740379.5043945,2020-10-22,22,3,296,43,0,0,0,0,0,0,1,2020,10,277.5089416503906,0.0,0.0,0.0,277.51873779296875,277.7335510253906,283.2900085449219,281.4355712890625,276.24779205322267,274.07863037109377,3453.489990234375,0.0,0.0,3435.56005859375,3483.340087890625,28363.66015625,0.0,0.0,28210.8203125,28494.19921875,140.2100067138672
2020-10-23,140.6133270263672,140.9633331298828,135.7933349609375,140.2100067138672,140.2100067138672,101151000,4.290105259380493,152.2142093896106,135.05378835208862,141.92999267578125,140.8800048828125,140.64666748046875,146.55667114257812,147.30667114257812,141.45533447265626,145.35433349609374,143.6339988708496,139.46538604736327,78.99946323394775,141.98990695552823,141.98990695552823,141.98990695552823,141.98990695552823,141.98990695552823,1.6667969054083756,2.858470951920676,7.155290846881046,9.70084552593794,1333.3333333333333,-3.080643927907498,48.90067220638548,-75.63909095845861,24.36090904154139,0.01277142207431763,-173978300.03356934,448099732.5897217,2020-10-23,23,4,297,43,0,0,0,0,0,0,1,2020,10,278.0558166503906,0.0,0.0,0.0,277.5089416503906,277.51873779296875,281.7373352050781,281.3408477783203,276.89132232666014,274.31807373046877,3465.389892578125,0.0,0.0,3453.489990234375,3483.81005859375,28335.5703125,0.0,0.0,28363.66015625,28606.310546875,140.0933380126953
2020-10-26,137.2100067138672,141.9199981689453,136.6666717529297,140.0933380126953,140.0933380126953,84717600,4.302801100148923,152.22426827695801,135.0130638763623,140.2100067138672,141.92999267578125,140.8800048828125,143.61000061035156,140.6133270263672,140.752001953125,144.62033386230468,143.61866607666016,140.06630615234374,79.54054658889771,141.35771730791726,141.35771730791726,141.35771730791726,141.35771730791726,141.35771730791726,1.2961851301316472,2.5460137875628703,7.019436244676373,9.445651844469392,1333.3333333333333,-4.978518847329762,48.78613413895674,-77.95624023673545,22.043759763264546,0.011312067886300741,-9883892.358398438,-25979150.50048828,2020-10-26,26,0,300,44,0,0,0,0,0,0,1,2020,10,273.88604736328125,0.0,0.0,0.0,278.0558166503906,277.5089416503906,277.13787841796875,279.9678527832031,277.05098114013674,274.4803723144531,3400.969970703125,0.0,0.0,3465.389892578125,3426.919921875,27685.380859375,0.0,0.0,28335.5703125,28195.419921875,141.55999755859375
2020-10-27,141.25332641601562,143.5,140.03334045410156,141.55999755859375,141.55999755859375,68059500,4.23268437197713,152.1775345764738,135.24679708856527,140.0933380126953,140.2100067138672,141.92999267578125,140.64666748046875,137.2100067138672,140.93466796875,143.88800048828125,143.71216583251953,140.44998611450194,80.07339324951172,141.42514405814276,141.42514405814276,141.42514405814276,141.42514405814276,141.42514405814276,1.1080469209109367,2.2584204142324835,6.7656664804779485,8.958136379426522,1333.3333333333335,-4.918840595751781,50.36020624857549,-70.43748029746814,29.56251970253186,0.008755891877537057,99820115.3640747,127270932.67822266,2020-10-27,27,1,301,44,0,0,0,0,0,0,1,2020,10,276.02459716796875,0.0,0.0,0.0,273.88604736328125,278.0558166503906,277.7335510253906,278.8096923828125,277.3785995483398,274.62372497558596,3390.679931640625,0.0,0.0,3400.969970703125,3443.1201171875,27463.189453125,0.0,0.0,27685.380859375,28308.7890625,135.33999633789062
2020-10-28,138.82666015625,139.53334045410156,135.3333282470703,135.33999633789062,135.33999633789062,76354200,4.6285791851842575,152.58615769898182,134.07184095824476,141.55999755859375,140.0933380126953,140.2100067138672,140.8800048828125,141.25332641601562,139.82666625976563,142.0453338623047,143.3289993286133,140.64066604614257,80.57078657150268,139.3967614847254,139.3967614847254,139.3967614847254,139.3967614847254,139.3967614847254,0.4518354411416112,1.8971034196143093,6.727166682695484,9.171405131756604,1333.3333333333335,-11.98352487364611,44.16117876867533,-99.96660389931954,0.0333961006804551,0.022020700620397203,-474923217.20581055,-585127437.4511719,2020-10-28,28,2,302,44,0,0,0,0,0,0,1,2020,10,265.2633056640625,0.0,0.0,0.0,276.02459716796875,273.88604736328125,277.51873779296875,276.8156219482422,277.0758773803711,274.5000970458984,3271.030029296875,0.0,0.0,3390.679931640625,3435.56005859375,26519.94921875,0.0,0.0,27463.189453125,28210.8203125,136.94332885742188
